-0.36	0.0648
-0.3	0.045
-0.24	0.0288
-0.18	0.0162
-0.12	0.0072
-0.06	0.0018
0	0
0.06	0.0018
0.12	0.0072
0.18	0.0162
0.24	0.0288
0.3	0.045
0.36	0.0648
0.42	0.0882
0.48	0.1152
0.54	0.1458
0.6	0.18
0.66	0.2178
0.72	0.2592
0.78	0.3042
0.84	0.3528
0.9	0.405
0.96	0.4608
1.02	0.5202
1.08	0.5832
1.14	0.6498
1.2	0.72
1.26	0.7938
1.32	0.8712
1.38	0.9522
1.44	1.0368
1.5	1.125
1.56	1.2168
1.62	1.3122
1.68	1.4112
1.74	1.5138
1.8	1.62
1.86	1.7298
1.92	1.8432
1.98	1.9602
2.04	2.0808
2.1	2.205
2.16	2.3328
2.22	2.4642
2.28	2.5992
2.34	2.7378
2.4	2.88
2.46	3.0258
2.52	3.1752
2.58	3.3282
2.64	3.4848
2.7	3.645
2.76	3.8088
2.82	3.9762
2.88	4.1472
2.94	4.3218
3	4.5
3.06	4.6818
3.12	4.8672
3.18	5.0562
3.24	5.2488
3.3	5.445
3.36	5.6448
3.42	5.8482
3.48	6.0552
3.54	6.2658
3.6	6.48
3.66	6.6978
3.72	6.9192
3.78	7.1442
3.84	7.3728
3.9	7.605
3.96	7.8408
4.02	8.0802
4.08	8.3232
4.14	8.5698
4.2	8.82
4.26	9.0738
4.32	9.3312
4.38	9.5922
4.44	9.8568
4.5	10.125
4.56	10.3968
4.62	10.6722
4.68	10.9512
4.74	11.2338
4.8	11.52
4.86	11.8098
4.92	12.1032
4.98	12.4002
5.04	12.7008
5.1	13.005
5.16	13.3128
5.22	13.6242
5.28	13.9392
5.34	14.2578
5.4	14.58
5.46	14.9058
5.52	15.2352
5.58	15.5682
5.64	15.9048
5.7	16.245
5.76	16.5888
5.82	16.9362
5.88	17.2872
5.94	17.6418
6	18
6.06	18.3618
6.12	18.7272
6.18	19.0962
6.24	19.4688
6.3	19.845
6.36	20.2248
6.42	20.6082
6.48	20.9952
6.54	21.3858
6.6	21.78
6.66	22.1778
6.72	22.5792
6.78	22.9842
6.84	23.3928
6.9	23.805
6.96	24.2208
7.02	24.6402
7.08	25.0632
7.14	25.4898
7.2	25.92
7.26	26.3538
7.32	26.7912
7.38	27.2322
7.44	27.6768
7.5	28.125
7.56	28.5768
7.62	29.0322
7.68	29.4912
7.74	29.9538
7.8	30.42
7.86	30.8898
7.92	31.3632
7.98	31.8402
8.04	32.3208
8.1	32.805
8.16	33.2928
8.22	33.7842
8.28	34.2792
8.34	34.7778
8.4	35.28
8.46	35.7858
8.52	36.2952
8.58	36.8082
8.64	37.3248
8.7	37.845
8.76	38.3688
8.82	38.8962
8.88	39.4272
8.94	39.9618
9	40.5
9.06	41.0418
9.12	41.5872
9.18	42.1362
9.24	42.6888
9.3	43.245
9.36	43.8048
9.42	44.3682
9.48	44.9352
9.54	45.5058
9.6	46.08
9.66	46.6578
9.72	47.2392
9.78	47.8242
9.84	48.4128
9.9	49.005
9.96	49.6008
10.02	50.2002
10.08	50.8032
10.14	51.4098
10.2	52.02
10.26	52.6338
10.32	53.2512
10.38	53.8722
10.44	54.4968
10.5	55.125
10.56	55.7568
10.62	56.3922
10.68	57.0312
10.74	57.6738
10.8	58.32
10.86	58.9698
10.92	59.6232
10.98	60.2802
11.04	60.9408
11.1	61.605
11.16	62.2728
11.22	62.9442
11.28	63.6192
11.34	64.2978
11.4	64.98
11.46	65.6658
11.52	66.3552
11.58	67.0482
11.64	67.7448
11.7	68.445
11.76	69.1488
11.82	69.8562
11.88	70.5672
11.94	71.2818
12	72
12.06	72.7218
12.12	73.4472
12.18	74.1762
12.24	74.9088
12.3	75.645
12.36	76.3848
12.42	77.1282
12.48	77.8752
12.54	78.6258
12.6	79.38
12.66	80.1378
12.72	80.8992
12.78	81.6642
12.84	82.4328
12.9	83.205
12.96	83.9808
13.02	84.7602
13.08	85.5432
13.14	86.3298
13.2	87.12
13.26	87.9138
13.32	88.7112
13.38	89.5122
13.44	90.3168
13.5	91.125
13.56	91.9368
13.62	92.7522
13.68	93.5712
13.74	94.3938
13.8	95.22
13.86	96.0498
13.92	96.8832
13.98	97.7202
14.04	98.5608
14.1	99.405
14.16	100.253
14.22	101.104
14.28	101.959
14.34	102.818
14.4	103.68
14.46	104.546
14.52	105.415
14.58	106.288
14.64	107.165
14.7	108.045
14.76	108.929
14.82	109.816
14.88	110.707
14.94	111.602
15	112.5

-1.00018	0.500181
1.00018	0.500181

-1.73218	1.50023
1.73218	1.50023

-2.23618	2.50024
2.23618	2.50024

-2.64585	3.50026
2.64585	3.50026

-3.00009	4.50027
3.00009	4.50027

-3.31671	5.50029
3.31671	5.50029

